url,title,date,claim,rating,site
https://www.bbc.co.uk/news/world-asia-67779223,Bangladesh sees dramatic rise in lightning deaths linked to climate change,2023-12-31 00:21:04+00:00,"On the day he thought he'd be celebrating his wedding, Mamun buried 16 of his relatives.",True,bbc
https://www.bbc.co.uk/news/science-environment-58073295,"How climate change worsens heatwaves, droughts, wildfires and floods",2021-08-09 14:34:30+00:00,"Climate change is the most likely explanation for why Dubai has been experiencing increasingly heavy rainfall events, a new study says.",True,bbc
https://www.bbc.co.uk/news/science-environment-24021772,What is climate change? A really simple guide,2013-09-23 09:42:48+00:00,"Human activities are causing world temperatures to rise, with more intense heatwaves and rising sea-levels among the consequences.",True,bbc
https://www.bbc.co.uk/news/world-africa-65531738,Kenyan farmer: 'I'm afraid that elephants will kill me',2023-05-13 00:33:20+00:00,"In our series of letters from African journalists, Ismail Einashe reflects on how Kenya's changing climate is bringing animals and humans into greater conflict.",True,bbc
https://www.bbc.co.uk/news/science-environment-68684244,"Climate change could affect timekeeping, study says",2024-03-28 15:26:45+00:00,"Climate change is affecting the speed of the Earth's rotation and could impact how we keep time, a study says.",True,bbc
https://www.bbc.co.uk/news/science-environment-68636451,Fears for the future of the great British pint of beer,2024-03-26 06:30:01+00:00,"Climate change threatens to ""call time"" on the great British pint.",True,bbc
https://www.bbc.co.uk/news/uk-wales-68649940,"Road schemes in Wales could be considered, says Ken Skates",2024-03-24 12:24:43+00:00,"New road schemes that reflect the climate emergency and put Wales at the forefront of design could be considered, the new transport secretary said.",True,bbc
https://www.bbc.co.uk/news/science-environment-68534309,"Banana prices to go up as temperatures rise, says expert",2024-03-12 02:12:25+00:00,"Bananas are set to get more expensive as climate change hits a much-loved fruit, one of the world's top experts from the industry tells BBC News.",True,bbc
https://www.bbc.co.uk/news/entertainment-arts-58882520,TV soaps to swap characters to highlight climate change,2021-10-12 14:38:06+00:00,"If you see one of the BBC Doctors walk on to the set of Corrie next month, do not adjust your set.",True,bbc
https://www.bbc.co.uk/news/science-environment-68206309,Climate change: The 'insane' plan to save the Arctic's sea-ice,2024-03-16 00:39:31+00:00,"Perched on sea-ice off Canada's northern coast, parka-clad scientists watch saltwater pump out over the frozen ocean.",True,bbc
https://www.bbc.co.uk/news/uk-wales-68545114,Climate change: Sabrina Lee quits buying new clothes,2024-03-15 22:54:07+00:00,"With her job as a TV weather presenter, it would be easy for Sabrina Lee to justify buying new clothes for work on a regular basis.",True,bbc
https://www.bbc.co.uk/news/science-environment-68619912,Easter eggs costs rise as climate change hits crops,2024-03-21 06:00:00+00:00,You may have noticed that Easter eggs are more expensive this year.,True,bbc
https://www.bbc.co.uk/news/uk-67900935,"Resigning ex-minister Chris Skidmore wrong on climate, says Jeremy Hunt",2024-01-06 11:21:40+00:00,"Jeremy Hunt has said he ""profoundly"" disagrees with former Conservative minister Chris Skidmore who quit as an MP over the government's energy plans.",True,bbc
https://www.bbc.co.uk/news/science-environment-68428348,More climate records fall in world's warmest February,2024-03-07 03:06:49+00:00,"Last month was the world's warmest February in modern times, the EU's climate service says, extending the run of monthly records to nine in a row.",True,bbc
https://www.bbc.co.uk/news/world-africa-68434879,Yvonne Aki-Sawyerr - the tree-planting mayor of Sierra Leone's capital Freetown,2024-03-04 01:40:13+00:00,Yvonne Aki-Sawyerr has made a name for herself as a tree-planting mayor of a West African city on the brink of a climate emergency.,True,bbc
https://www.bbc.co.uk/news/world-europe-68384667,Swiss ski resort Rüschegg Eywald falls victim to climate change,2024-03-02 14:26:36+00:00,"Just half an hour's drive from my house in Bern is a ski resort once so popular it was dubbed ""Little Grindelwald"", after its more famous Alpine near-neighbour at the foot of the Eiger.",True,bbc
https://www.bbc.co.uk/news/uk-england-68406076,Rare dragonfly spreads its wings from Norfolk and Suffolk,2024-02-27 06:34:39+00:00,"A once-rare type of dragonfly may have been aided by climate change, the Broads Authority has said.",True,bbc
https://www.bbc.co.uk/news/science-environment-68406880,Climate change: 'Ice bumps' reveal history of Antarctic melting,2024-02-27 00:25:33+00:00,Scientists say they now have a better idea of exactly where and when the margin of Antarctica started melting.,True,bbc
https://www.bbc.co.uk/news/science-environment-68318273,Pioneering European ERS-2 satellite burns up over Pacific,2024-02-21 00:36:17+00:00,A European satellite that pioneered many of the technologies used to monitor the planet and its climate has fallen to Earth.,True,bbc
https://www.bbc.co.uk/news/uk-wales-68296155,"Climate change: Plan to capture, ship and bury power station's CO2",2024-02-18 21:58:25+00:00,Plans to lay new undersea pipes to carry carbon emissions from one of Europe's largest gas power stations have been unveiled.,True,bbc
https://www.bbc.co.uk/news/science-environment-68253819,Climate change: Polar bears face starvation threat as ice melts,2024-02-13 16:14:40+00:00,"Some polar bears face starvation as the Arctic sea ice melts because they are unable to adapt their diets to living on land, scientists have found.",True,bbc
https://www.bbc.co.uk/news/uk-politics-68261445,Kuenssberg: Are the politics of climate change going out of fashion?,2024-02-10 14:55:39+00:00,What's in vogue?,True,bbc
https://www.bbc.co.uk/news/science-environment-35073297,What is the Paris climate agreement and why does 1.5C matter?,2015-12-12 21:46:22+00:00,"For the first time, global warming has exceeded 1.5C across an entire year, according to the EU's climate service.",True,bbc
https://www.bbc.co.uk/news/science-environment-68110310,World's first year-long breach of key 1.5C warming limit,2024-02-08 03:00:18+00:00,"For the first time, global warming has exceeded 1.5C across an entire year, according to the EU's climate service.",True,bbc
https://www.bbc.co.uk/news/science-environment-68170278,Antarctica mysteries to be mapped by robot plane,2024-02-03 00:03:59+00:00,A team of scientists and engineers have landed in Antarctica to test a drone that will help experts forecast the impacts of climate change.,True,bbc
https://www.bbc.co.uk/news/uk-england-london-68180317,Greta Thunberg cleared after unlawful protest arrest,2024-02-02 15:40:51+00:00,Greta Thunberg and four co-defendants have been found not guilty of breaking the law when they refused to follow police instructions to move on during a climate protest.,True,bbc
https://www.bbc.co.uk/news/uk-england-london-68166341,Greta Thunberg outside court: We must remember who real enemy is,2024-02-01 13:56:55+00:00,"Climate campaigner Greta Thunberg has defended climate activists facing prosecution in court, saying ""we must remember who the real enemy is"".",True,bbc
