url,title,date,claim,rating,site
https://www.bbc.co.uk/news/world-middle-east-67039975,What is Hamas and why is it fighting with Israel in Gaza?,2023-10-07 15:54:45+00:00,Israel and the Palestinian group Hamas have been at war since early October.,True,bbc
https://www.bbc.co.uk/news/world-middle-east-67764664,Israel Gaza: What Gaza's death toll says about the war,2023-12-20 18:30:08+00:00,"At least 20,000 Palestinians in Gaza have been reported killed since Israel began bombing the territory in the wake of Hamas's 7 October attacks. BBC Verify examines what Gaza's death toll reveals about the conflict.",True,bbc
https://www.bbc.co.uk/news/world-middle-east-68636033,Israel-Gaza briefing: Is now the time Palestinian politics can start afresh?,2024-03-24 11:21:40+00:00,"If you wanted to map the path to a healthy, functioning Palestinian government, you probably wouldn't start from here.",True,bbc
https://www.bbc.co.uk/news/world-middle-east-68572196,Palestinian president appoints long-time adviser as prime minister,2024-03-15 04:56:40+00:00,"President Mahmoud Abbas has appointed Mohammad Mustafa as the prime minister of the Palestinian Authority, which runs parts of the occupied West Bank.",True,bbc
https://www.bbc.co.uk/news/world-middle-east-68568298,The battle between farmers in West Bank pitting Israel against the US,2024-03-15 06:00:04+00:00,"The US has announced sanctions against three more Israeli settlers and - for the first time - two farming outposts, as part of new measures by Washington and London to stop the violent displacement of Palestinians in the occupied West Bank.",True,bbc
https://www.bbc.co.uk/news/world-middle-east-68625406,Israel-Gaza war: Gazan girl begs rescuers to save brother first as entire family killed,2024-03-22 06:04:43+00:00,"In video recorded by a Palestinian rescuer, a shout comes from under mounds of smashed concrete.",True,bbc
https://www.bbc.co.uk/news/world-middle-east-68557147,Israeli forces shoot dead 12-year-old Palestinian who set off firework,2024-03-13 15:51:40+00:00,"In the last few seconds of his life, Rami Hamdan Al-Halhouli lit a firework and held it above his head. Then there were three sharp cracks - the first was a police officer's bullet, the second was the firework leaving Rami's hand, the third was the sound of the firework bursting over Rami's body in a bright shower of red and gold.",True,bbc
https://www.bbc.co.uk/news/uk-68546268,Israel-Gaza war: David Cameron says BBC report into Nasser hospital raid 'very disturbing',2024-03-12 14:16:43+00:00,"David Cameron has said the BBC report about Palestinian medical staff in Gaza being beaten and humiliated by Israeli troops is ""very disturbing"".",True,bbc
https://www.bbc.co.uk/news/world-middle-east-68541981,Gaza war: First aid ship sets off from Cyprus,2024-03-12 07:08:09+00:00,A Spanish ship towing a barge loaded with 200 tonnes of desperately needed food supplies for Palestinians in Gaza has finally set sail from Cyprus.,True,bbc
https://www.bbc.co.uk/news/world-middle-east-67173344,Palestinians under attack as Israeli settler violence surges in the West Bank,2023-10-21 00:01:52+00:00,,True,bbc
https://www.bbc.co.uk/news/world-middle-east-68557035,Gaza war: UNRWA says Rafah aid centre hit by Israeli forces,2024-03-13 16:39:44+00:00,"The UN agency for Palestinian refugees says a member of staff was killed and 22 others were injured when Israeli forces hit a food distribution centre in Rafah, in the southern Gaza Strip.",True,bbc
https://www.bbc.co.uk/news/world-middle-east-68561139,Israel says it plans 'humanitarian islands' for Gaza displaced,2024-03-14 02:52:33+00:00,"Israel's military has said it plans to move displaced Palestinians in Gaza to what it called ""humanitarian islands"" in the middle of the strip, ahead of any offensive in Rafah.",True,bbc
https://www.bbc.co.uk/news/blogs-the-papers-68507979,Newspaper headlines: 'Pension pinchers' and 'Red Bullish',2024-03-07 23:57:04+00:00,The Daily Telegraph leads with the claim from the UK's counter-extremism tsar that Pro-Palestinian protests are turning London into a,True,bbc
https://www.bbc.co.uk/news/uk-politics-68508351,Adviser warns London a 'no-go zone for Jews every weekend',2024-03-08 03:33:09+00:00,"London has become a ""no-go zone for Jews"" during weekend pro-Palestinian marches, the government's counter-extremism commissioner has said.",True,bbc
https://www.bbc.co.uk/news/uk-england-cambridgeshire-68515368,Lord Balfour: Pro-Palestinian protesters damage University of Cambridge painting,2024-03-08 19:43:08+00:00,"Police have launched an investigation after a painting of a politician, linked to the creation of Israel, was damaged.",True,bbc
https://www.bbc.co.uk/news/world-us-canada-68518468,UNRWA: Sweden and Canada resume funding for UN agency for Palestinian refugees,2024-03-08 23:09:59+00:00,"Sweden and Canada have said they will resume aid payments to UNRWA, the UN agency for Palestinian refugees.",True,bbc
https://www.bbc.co.uk/news/world-middle-east-68445973,What video and eyewitness accounts tell us about Gazans killed around aid convoy,2024-03-01 19:15:03+00:00,"At least 112 Palestinians were killed as crowds rushed around lorries delivering desperately needed food aid in the small hours of Thursday morning, according to the Hamas-run health ministry.",True,bbc
https://www.bbc.co.uk/news/uk-68528060,Gaza family win visa legal battle with Home Office,2024-03-10 16:45:54+00:00,A Palestinian refugee has won a legal challenge against a Home Office refusal to allow his family in Gaza to apply for UK visas without fingerprints.,True,bbc
https://www.bbc.co.uk/news/world-middle-east-68387864,"Israel Gaza: Checking Israel's claim to have killed 10,000 Hamas fighters",2024-02-29 13:38:27+00:00,"Israel faces growing concern about the number of civilian deaths, after at least 30,000 Palestinians were reported killed in Gaza - as well as pressure to show it is eliminating Hamas as it vowed after 7 October. BBC Verify examines Israel's claims about how many of those killed were combatants.",True,bbc
